Flow,Packet,Class,Arrival,Deadline,Execution Time,Gate Open,Gate Close,Response Time,Status,Scheduled,Deadline Met,Solver_Execution_Time_Seconds,Solver_Execution_Time_Minutes,Solver_Status,Objective_Value,Stopping_Reason
F19,P19_3,8,1600000,2400000,1311,1760630.0,1761941.0,161941.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F2,P2_1,7,0,400000,7241,204366.0,211607.0,211607.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F2,P2_2,7,400000,800000,7241,460847.0,468088.0,68088.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F2,P2_3,8,800000,1200000,7241,1069762.0,1077003.0,277003.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F2,P2_4,7,1200000,1600000,7241,1322533.0,1329774.0,129774.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F2,P2_5,7,1600000,2000000,7241,1863728.0,1870969.0,270969.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F2,P2_6,8,2000000,2400000,7241,2207992.0,2215233.0,215233.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F20,P20_1,4,0,400000,8007,163513.0,171520.0,171520.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F20,P20_2,4,400000,800000,8007,441041.0,449048.0,49048.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F20,P20_3,8,800000,1200000,8007,1045928.0,1053935.0,253935.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F20,P20_4,4,1200000,1600000,8007,1284420.0,1292427.0,92427.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F20,P20_5,4,1600000,2000000,8007,1811627.0,1819634.0,219634.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F20,P20_6,8,2000000,2400000,8007,2145928.0,2153935.0,153935.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_1,4,0,100000,3915,7093.0,11008.0,11008.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_2,4,100000,200000,3915,192815.0,196730.0,96730.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_3,8,200000,300000,3915,277207.0,281122.0,81122.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_4,4,300000,400000,3915,318413.0,322328.0,22328.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_5,4,400000,500000,3915,408772.0,412687.0,12687.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_6,8,500000,600000,3915,531849.0,535764.0,35764.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_7,4,600000,700000,3915,606786.0,610701.0,10701.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_8,4,700000,800000,3915,703981.0,707896.0,7896.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_9,8,800000,900000,3915,817909.0,821824.0,21824.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_10,4,900000,1000000,3915,900745.0,904660.0,4660.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_11,4,1000000,1100000,3915,1027021.0,1030936.0,30936.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_12,8,1100000,1200000,3915,1174956.0,1178871.0,78871.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_13,4,1200000,1300000,3915,1213357.0,1217272.0,17272.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_14,4,1300000,1400000,3915,1366937.0,1370852.0,70852.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_15,8,1400000,1500000,3915,1440430.0,1444345.0,44345.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_16,4,1500000,1600000,3915,1527021.0,1530936.0,30936.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_17,4,1600000,1700000,3915,1600000.0,1603915.0,3915.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_18,8,1700000,1800000,3915,1777207.0,1781122.0,81122.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_19,4,1800000,1900000,3915,1861582.0,1865497.0,65497.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_20,4,1900000,2000000,3915,1913006.0,1916921.0,16921.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_21,8,2000000,2100000,3915,2062107.0,2066022.0,66022.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_22,4,2100000,2200000,3915,2127021.0,2130936.0,30936.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_23,4,2200000,2300000,3915,2200000.0,2203915.0,3915.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F21,P21_24,8,2300000,2400000,3915,2365580.0,2369495.0,69495.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F22,P22_1,7,0,800000,6073,216431.0,222504.0,222504.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F22,P22_2,7,800000,1600000,6073,978943.0,985016.0,185016.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F22,P22_3,8,1600000,2400000,6073,1714954.0,1721027.0,121027.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_1,6,0,200000,3029,37866.0,40895.0,40895.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_2,6,200000,400000,3029,257167.0,260196.0,60196.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_3,8,400000,600000,3029,512344.0,515373.0,115373.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_4,6,600000,800000,3029,651596.0,654625.0,54625.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_5,6,800000,1000000,3029,858275.0,861304.0,61304.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_6,8,1000000,1200000,3029,1155451.0,1158480.0,158480.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_7,6,1200000,1400000,3029,1299436.0,1302465.0,102465.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_8,6,1400000,1600000,3029,1548874.0,1551903.0,151903.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
F23,P23_9,8,1600000,1800000,3029,1685723.0,1688752.0,88752.0,Scheduled - Deadline Met,Yes,Yes,536.1897060871124,8.936495101451873,2,149.0,Proven Optimal (Gap = 0%)
